vin,bonus,reserve,calldt,kpdt,fpcode,
LSGPC54U0DF186565,-35730,-79374,2013/7/31 0:00,2013/7/31 0:00,3107286051,
LSGPC54U3DF186544,-35730,-79374,2013/7/31 0:00,2013/7/31 0:00,3107286052,
LSGPC54U3DF188262,-35730,-79374,2013/7/31 0:00,2013/7/31 0:00,3107286056,
LSGPC54U3DF188519,-8310,-106794,2013/7/31 0:00,2013/7/31 0:00,3107286058,
LSGPC54U5DF186691,-35730,-79374,2013/7/31 0:00,2013/7/31 0:00,3107286055,
LSGPC54U8DF186569,-35730,-79374,2013/7/31 0:00,2013/7/31 0:00,3107286054,
LSGPC54U8DF188497,-35730,-79374,2013/7/31 0:00,2013/7/31 0:00,3107286059,
LSGPC54U9DF186564,-35730,-79374,2013/7/31 0:00,2013/7/31 0:00,3107286050,
LSGPC54U9DF186581,-35730,-79374,2013/7/31 0:00,2013/7/31 0:00,3107286053,
LSGSA52S1ED006234,-13750,-41738,2013/7/31 0:00,2013/7/31 0:00,3107286060,
LSGSA52S2EY008809,-13750,-41738,2013/7/31 0:00,2013/7/31 0:00,3107286061,
LSGSA52S2EY008891,-13750,-41738,2013/7/31 0:00,2013/7/31 0:00,3107286063,
LSGSA52S5EY007346,-13750,-41738,2013/7/31 0:00,2013/7/31 0:00,3107286062,
LSGGG54E8DS139112,-58750,-115874,2013/8/3 0:00,2013/8/3 0:00,3107293826,
LSGGG54EXDS138995,-58750,-115874,2013/8/3 0:00,2013/8/3 0:00,3107293824,
LSGGG54W5DS136306,-64560,-127344,2013/7/31 0:00,2013/7/31 0:00,3107284774,
LSGGG54E4DS134067,-68760,-135624,2013/7/31 0:00,2013/7/31 0:00,3107284775,
LSGGG54E5DS133851,-68760,-135624,2013/7/31 0:00,2013/7/31 0:00,3107284776,
LSGPC52U4DF180738,-32000,-72544,2013/7/29 0:00,2013/7/29 0:00,3107274446,
LSGPC52U8DF180550,-32000,-72544,2013/7/29 0:00,2013/7/29 0:00,3107274445,
LSGPC52U8DF180922,-32000,-72544,2013/7/29 0:00,2013/7/29 0:00,3107274447,
LSGPC54U3DF187175,-40000,-89504,2013/7/29 0:00,2013/7/29 0:00,3107274453,
LSGPC54U5DF187291,-40000,-89504,2013/7/29 0:00,2013/7/29 0:00,3107274452,
LSGPC54UXDF187027,-40000,-89504,2013/7/29 0:00,2013/7/29 0:00,3107274454,
LSGPC54U2DF187099,-35000,-80104,2013/7/29 0:00,2013/7/29 0:00,3107274451,
LSGPC54U4DF187105,-35000,-80104,2013/7/29 0:00,2013/7/29 0:00,3107274450,
LSGPC54U4DF187136,-35000,-80104,2013/7/29 0:00,2013/7/29 0:00,3107274449,
LSGPC54U6DF189230,-30000,-85104,2013/7/29 0:00,2013/7/29 0:00,3107274448,
LSGJL52M0DY230268,-21000,-57528,2013/7/29 0:00,2013/7/29 0:00,3107274439,
LSGJL52M7DY229263,-21000,-57528,2013/7/29 0:00,2013/7/29 0:00,3107274440,
LSGJL54M0DY212012,-22000,-62288,2013/7/29 0:00,2013/7/29 0:00,3107274441,
LSGJL54M5DY191335,-22000,-62288,2013/7/30 0:00,2013/7/30 0:00,3107279093,
LSGSA52S1ED005424,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274473,
LSGSA52S3EY007894,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274475,
LSGSA52S6EY007923,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274474,
LSGSA52SXED005809,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274471,
LSGSA52SXEY007973,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274472,
LSGSA52S1EY005299,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274469,
LSGSA52S1EY005383,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274464,
LSGSA52S2EY005716,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274462,
LSGSA52S5EY005290,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274465,
LSGSA52S6EY005282,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274468,
LSGSA52S7EY005386,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274470,
LSGSA52S7EY005713,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274461,
LSGSA52S8EY005364,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274467,
LSGSA52S8EY005381,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274463,
LSGSA52S9EY005261,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274466,
LSGSA52S9ED003209,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274476,
LSGSA52S4ED003036,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274483,
LSGSA52S5ED003031,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274482,
LSGSA52S7ED002415,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274485,
LSGSA52S8ED003041,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274481,
LSGSA52S8ED003251,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274478,
LSGSA52S9ED002965,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274484,
LSGSA52S9ED003212,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274479,
LSGSA52SXED003123,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274480,
LSGSA52SXED003252,-13700,-41788,2013/7/29 0:00,2013/7/29 0:00,3107274477,
LSGGG54Y2DS137866,-58000,-116624,2013/8/2 0:00,2013/8/2 0:00,3107292130,
LSGGG54Y7DS135532,-58000,-116624,2013/7/30 0:00,2013/7/30 0:00,3107278807,
LSGGG54Y7DS136163,-58000,-116624,2013/7/31 0:00,2013/7/31 0:00,3107284773,
LSGPC54R0DF187548,-40000,-91424,2013/7/29 0:00,2013/7/29 0:00,3107274457,
LSGPC54R0DF188280,-40000,-91424,2013/7/29 0:00,2013/7/29 0:00,3107274455,
LSGPC54R1DF188532,-40000,-91424,2013/7/29 0:00,2013/7/29 0:00,3107274458,
LSGPC54R4DF188427,-40000,-91424,2013/7/29 0:00,2013/7/29 0:00,3107274456,
LSGPC54R9DF188259,-40000,-91424,2013/7/29 0:00,2013/7/29 0:00,3107274459,
LSGPC54RXDF188707,-40000,-91424,2013/7/29 0:00,2013/7/29 0:00,3107274460,
LSGPC52U6DF176772,-33640,-74744,2013/7/27 0:00,2013/7/27 0:00,3107267087,
LSGPC52U7DF176182,-33640,-74744,2013/7/27 0:00,2013/7/27 0:00,3107267084,
LSGPC52U4DF185230,-33640,-74744,2013/7/27 0:00,2013/7/27 0:00,3107267085,
LSGPC52U8DF173324,-38110,-84674,2013/7/27 0:00,2013/7/27 0:00,3107267088,
LSGPC52UXDF183529,-33640,-74744,2013/7/27 0:00,2013/7/27 0:00,3107267086,
LSGPC54U9DF182630,-35730,-79374,2013/7/27 0:00,2013/7/27 0:00,3107267089,
LSGLP84X9DF167964,-67690,-143318,2013/7/27 0:00,2013/7/27 0:00,3107267082,
LSGLP84X9DF187325,-69850,-147878,2013/7/27 0:00,2013/7/27 0:00,3107267083,
LSGPC54U3DF182185,-35730,-79374,2013/7/27 0:00,2013/7/27 0:00,3107267090,
LSGPC54U7DF182500,-35730,-79374,2013/7/27 0:00,2013/7/27 0:00,3107267092,
LSGPC54UXDF182149,-35730,-79374,2013/7/27 0:00,2013/7/27 0:00,3107267091,
LSGSA52M0EY000984,-16370,-49678,2013/7/27 0:00,2013/7/27 0:00,3107267112,
LSGSA52M0EY001035,-16370,-49678,2013/7/27 0:00,2013/7/27 0:00,3107267114,
LSGSA52M1EY001030,-16370,-49678,2013/7/27 0:00,2013/7/27 0:00,3107267113,
LSGSA52M4EY001071,-16370,-49678,2013/7/27 0:00,2013/7/27 0:00,3107267115,
LSGSA52M9EY001065,-16370,-49678,2013/7/27 0:00,2013/7/27 0:00,3107267116,
LSGVA54R9DY195990,-46940,-82564,2013/7/27 0:00,2013/7/27 0:00,3107267117,
LSGSA52M0EY000693,-15420,-46788,2013/7/27 0:00,2013/7/27 0:00,3107267106,
LSGSA52M2ED000735,-15420,-46788,2013/7/27 0:00,2013/7/27 0:00,3107267103,
LSGSA52M3DY192576,-15420,-46788,2013/7/27 0:00,2013/7/27 0:00,3107267109,
LSGSA52M4EY000681,-15420,-46788,2013/7/27 0:00,2013/7/27 0:00,3107267105,
LSGSA52M7ED003937,-16370,-49678,2013/7/27 0:00,2013/7/27 0:00,3107267111,
LSGSA52M8EY001199,-15420,-46788,2013/7/27 0:00,2013/7/27 0:00,3107267104,
LSGSA52MXED001521,-15420,-46788,2013/7/27 0:00,2013/7/27 0:00,3107267102,
LSGSA52M3DY192755,-15420,-46788,2013/7/27 0:00,2013/7/27 0:00,3107267110,
LSGSA52S0EY004600,-13750,-41738,2013/7/27 0:00,2013/7/27 0:00,3107267095,
LSGSA52S1EY002824,-13750,-41738,2013/7/27 0:00,2013/7/27 0:00,3107267099,
LSGSA52S2EY004405,-13750,-41738,2013/7/27 0:00,2013/7/27 0:00,3107267094,
LSGSA52S6EY004486,-13750,-41738,2013/7/27 0:00,2013/7/27 0:00,3107267093,
LSGSA52S7ED000096,-15890,-48238,2013/7/27 0:00,2013/7/27 0:00,3107267101,
LSGSA52S7EY004772,-13750,-41738,2013/7/27 0:00,2013/7/27 0:00,3107267098,
LSGSA52S7EY004805,-13750,-41738,2013/7/27 0:00,2013/7/27 0:00,3107267096,
LSGSA52S8EY004828,-13750,-41738,2013/7/27 0:00,2013/7/27 0:00,3107267097,
LSGSA52S9EY002814,-13750,-41738,2013/7/27 0:00,2013/7/27 0:00,3107267100,
LSGSA52SXDY212806,-15890,-48238,2013/7/27 0:00,2013/7/27 0:00,3107267107,
LSGSA52SXDY214071,-15890,-48238,2013/7/27 0:00,2013/7/27 0:00,3107267108,
LSGSA52S0EY006508,-13750,-41738,2013/7/25 0:00,2013/7/25 0:00,3107260763,
LSGSA52S1EY002662,-13750,-41738,2013/7/25 0:00,2013/7/25 0:00,3107260761,
LSGSA52S2ED004511,-13750,-41738,2013/7/25 0:00,2013/7/25 0:00,3107260765,
LSGSA52S3EY002632,-13750,-41738,2013/7/25 0:00,2013/7/25 0:00,3107260760,
LSGSA52S5EY002647,-13750,-41738,2013/7/25 0:00,2013/7/25 0:00,3107260759,
LSGSA52S7ED004553,-13750,-41738,2013/7/25 0:00,2013/7/25 0:00,3107260766,
LSGSA52S7EY002892,-13750,-41738,2013/7/25 0:00,2013/7/25 0:00,3107260762,
LSGSA52SXEY002823,-13750,-41738,2013/7/25 0:00,2013/7/25 0:00,3107260758,
LSGSA52S1ED004483,-13750,-41738,2013/7/25 0:00,2013/7/25 0:00,3107260764,
LSGGG53W9DS128002,-75220,-148364,2013/7/23 0:00,2013/7/23 0:00,3107256077,
LSGPC52U5DF181266,-33640,-74744,2013/7/23 0:00,2013/7/23 0:00,3107255642,
LSGGG54W0DS129845,-64560,-127344,2013/7/24 0:00,2013/7/24 0:00,3107257285,
LSGSA52S3EY006096,-13750,-41738,2013/7/22 0:00,2013/7/22 0:00,3107251960,
LSGSA52S9EY006197,-13750,-41738,2013/7/22 0:00,2013/7/22 0:00,3107251961,
LSGPC52U2DF176929,-38110,-84674,2013/7/22 0:00,2013/7/22 0:00,3107249969,
LSGPC52U3DF177359,-38110,-84674,2013/7/22 0:00,2013/7/22 0:00,3107249971,
LSGPC52U7DF178059,-38110,-84674,2013/7/22 0:00,2013/7/22 0:00,3107249972,
LSGPC52U8DF177132,-38110,-84674,2013/7/22 0:00,2013/7/22 0:00,3107249970,
LSGJL54M6DY211219,-22650,-61638,2013/7/22 0:00,2013/7/22 0:00,3107249964,
LSGJL54M9DY211344,-22650,-61638,2013/7/22 0:00,2013/7/22 0:00,3107249963,
LSGPC54R1DF181919,-40790,-90634,2013/7/22 0:00,2013/7/22 0:00,3107249993,
LSGPC54R1DF182245,-40790,-90634,2013/7/22 0:00,2013/7/22 0:00,3107249991,
LSGPC54R8DF182193,-40790,-90634,2013/7/22 0:00,2013/7/22 0:00,3107249992,
LSGPC54U2DF184459,-35730,-79374,2013/7/22 0:00,2013/7/22 0:00,3107249987,
LSGPC54U3DF179156,-35730,-79374,2013/7/22 0:00,2013/7/22 0:00,3107249988,
LSGPC54U1DF186316,-35730,-79374,2013/7/22 0:00,2013/7/22 0:00,3107249990,
LSGPC54U2DF185840,-35730,-79374,2013/7/22 0:00,2013/7/22 0:00,3107249989,
LSGPC52U7DF180524,-32450,-72094,2013/7/22 0:00,2013/7/22 0:00,3107249968,
LSGPC52U0DF180493,-32450,-72094,2013/7/22 0:00,2013/7/22 0:00,3107249966,
LSGPC52U3DF180052,-32450,-72094,2013/7/22 0:00,2013/7/22 0:00,3107249967,
LSGPC54U0DF180779,-35730,-79374,2013/7/22 0:00,2013/7/22 0:00,3107249979,
LSGPC54U3DF180985,-35730,-79374,2013/7/22 0:00,2013/7/22 0:00,3107249978,
LSGPC54U3DF181442,-35730,-79374,2013/7/22 0:00,2013/7/22 0:00,3107249986,
LSGPC54U5DF181457,-35730,-79374,2013/7/22 0:00,2013/7/22 0:00,3107249984,
LSGPC54U5DF184536,-35730,-79374,2013/7/22 0:00,2013/7/22 0:00,3107249973,
LSGPC54U6DF181225,-35730,-79374,2013/7/22 0:00,2013/7/22 0:00,3107249983,
LSGPC54U6DF184528,-35730,-79374,2013/7/22 0:00,2013/7/22 0:00,3107249974,
LSGPC54U7DF181010,-35730,-79374,2013/7/22 0:00,2013/7/22 0:00,3107249976,
LSGPC54U8DF179802,-35730,-79374,2013/7/22 0:00,2013/7/22 0:00,3107249977,
LSGPC54U8DF180920,-35730,-79374,2013/7/22 0:00,2013/7/22 0:00,3107249980,
LSGPC54U8DF180934,-35730,-79374,2013/7/22 0:00,2013/7/22 0:00,3107249981,
LSGPC54U8DF184546,-35730,-79374,2013/7/22 0:00,2013/7/22 0:00,3107249975,
LSGPC54U9DF180957,-35730,-79374,2013/7/22 0:00,2013/7/22 0:00,3107249982,
LSGPC54UXDF181437,-35730,-79374,2013/7/22 0:00,2013/7/22 0:00,3107249985,
LSGGG54W2DS127031,-64560,-127344,2013/7/22 0:00,2013/7/22 0:00,3107249962,
LSGGG54Y1DS130925,-54870,-108234,2013/7/25 0:00,2013/7/25 0:00,3107259463,
LSGGG54W5DS127511,-64560,-127344,2013/7/22 0:00,2013/7/22 0:00,3107249960,
LSGGG54W5DS128190,-64560,-127344,2013/7/22 0:00,2013/7/22 0:00,3107249961,
LSGGG54Y8DS126208,-58750,-115874,2013/7/22 0:00,2013/7/22 0:00,3107249959,
LSGLP83X1DF182511,-79400,-168088,2013/7/22 0:00,2013/7/22 0:00,3107249965,
LSGSA52S2ED001561,-13750,-41738,2013/7/20 0:00,2013/7/20 0:00,3107245026,
LSGSA52S7EY002861,-13750,-41738,2013/7/20 0:00,2013/7/20 0:00,3107245025,
LSGSA52S8EY004831,-13750,-41738,2013/7/20 0:00,2013/7/20 0:00,3107245027,
LSGSA52SXEY004538,-13750,-41738,2013/7/20 0:00,2013/7/20 0:00,3107245028,
LSGJL52M5DY219346,-21100,-57428,2013/7/20 0:00,2013/7/20 0:00,3107245022,
LSGJL52M6DY216049,-21100,-57428,2013/7/20 0:00,2013/7/20 0:00,3107245023,
LSGPC54U7DF177054,-35700,-79404,2013/7/20 0:00,2013/7/20 0:00,3107245024,
LSGPC54R5DF177386,-40790,-90634,2013/7/18 0:00,2013/7/18 0:00,3107236568,
LSGPC54R8DF176331,-40790,-90634,2013/7/18 0:00,2013/7/18 0:00,3107236567,
LSGPC54U0DF179793,-35730,-79374,2013/7/18 0:00,2013/7/18 0:00,3107236564,
LSGPC54U3DF178959,-35730,-79374,2013/7/18 0:00,2013/7/18 0:00,3107236563,
LSGPC54U6DF178731,-35730,-79374,2013/7/18 0:00,2013/7/18 0:00,3107236562,
LSGPC54UXDF180045,-35730,-79374,2013/7/18 0:00,2013/7/18 0:00,3107236565,
LSGPC54U9DF176083,-35730,-79374,2013/7/18 0:00,2013/7/18 0:00,3107236566,
LSGGG54Y6DS146036,0,-174624,2013/8/12 0:00,2013/8/12 0:00,3107321184,
LSGGG54Y5DS146030,0,-174624,2013/8/12 0:00,2013/8/12 0:00,3107321183,
LSGPC54R0DF196279,0,-131424,2013/8/12 0:00,2013/8/12 0:00,3107321195,
LSGPC54R6DF195458,0,-131424,2013/8/12 0:00,2013/8/12 0:00,3107321194,
LSGPC54R5DF194673,0,-131424,2013/8/12 0:00,2013/8/12 0:00,3107321193,
LSGPC54R2DF193688,0,-131424,2013/8/12 0:00,2013/8/12 0:00,3107321197,
LSGPC54R7DF196070,0,-131424,2013/8/12 0:00,2013/8/12 0:00,3107321196,
LSGPC54R8DF194862,0,-131424,2013/8/12 0:00,2013/8/12 0:00,3107321188,
LSGPC54RXDF194703,0,-131424,2013/8/12 0:00,2013/8/12 0:00,3107321189,
LSGPC54R0DF194905,0,-131424,2013/8/12 0:00,2013/8/12 0:00,3107321190,
LSGPC54RXDF194877,0,-131424,2013/8/12 0:00,2013/8/12 0:00,3107321191,
LSGPC54R1DF194234,0,-131424,2013/8/12 0:00,2013/8/12 0:00,3107321192,
LSGGG54Y1DS145523,0,-174624,2013/8/12 0:00,2013/8/12 0:00,3107321174,
LSGGG54Y7DS145655,0,-174624,2013/8/12 0:00,2013/8/12 0:00,3107321175,
LSGGG54Y8DS145650,0,-174624,2013/8/12 0:00,2013/8/12 0:00,3107321176,
LSGGG54Y6DS145775,0,-174624,2013/8/12 0:00,2013/8/12 0:00,3107321182,
LSGGG54Y6DS144710,0,-174624,2013/8/12 0:00,2013/8/12 0:00,3107321181,
LSGGG54Y7DS145526,0,-174624,2013/8/12 0:00,2013/8/12 0:00,3107321180,
LSGGG54Y1DS145294,0,-174624,2013/8/12 0:00,2013/8/12 0:00,3107321179,
LSGGG54Y7DS145221,0,-163104,2013/8/12 0:00,2013/8/12 0:00,3107321173,
LSGGG54YXDS145097,0,-174624,2013/8/12 0:00,2013/8/12 0:00,3107321186,
LSGGG54Y5DS144617,0,-174624,2013/8/12 0:00,2013/8/12 0:00,3107321185,
LSGGG54E2DS145679,0,-174624,2013/8/12 0:00,2013/8/12 0:00,3107321187,
LSGGG54Y6DS145825,0,-174624,2013/8/12 0:00,2013/8/12 0:00,3107321177,
LSGGG54Y3DS145975,0,-174624,2013/8/12 0:00,2013/8/12 0:00,3107321178,
LSGGG54Y2DS145028,0,-174624,2013/8/11 0:00,2013/8/11 0:00,3107315514,
LSGVA54R0DY233977,0,-129504,2013/8/11 0:00,2013/8/11 0:00,3107315513,
LSGVA54R8DY234343,0,-129504,2013/8/11 0:00,2013/8/11 0:00,3107315512,
LSGVA54R7DY234284,0,-129504,2013/8/11 0:00,2013/8/11 0:00,3107315511,
LSGSA52S3EY009600,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107315099,
LSGSA52S7EY009602,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314476,
LSGSA52S4EY009427,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314475,
LSGSA52S7EY009485,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314474,
LSGSA52SXEY009593,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314473,
LSGSA52S6EY009493,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314472,
LSGSA52S3EY009533,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314471,
LSGSA52S6EY009445,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314470,
LSGSA52S2EY009474,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314469,
LSGSA52SXEY008962,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314468,
LSGSA52M8ED010766,0,-66048,2013/8/10 0:00,2013/8/10 0:00,3107314467,
LSGSA52M4ED010747,0,-66048,2013/8/10 0:00,2013/8/10 0:00,3107314466,
LSGSA52S1EY009224,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314465,
LSGSA52S1ED006430,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314464,
LSGSA52S2EY008437,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314463,
LSGSA52SXED006622,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314462,
LSGSA52S7EY009311,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314461,
LSGSA52S8ED006523,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314460,
LSGSA52S1ED006556,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314459,
LSGSA52S1ED006623,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314458,
LSGSA52S3ED006557,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314457,
LSGSA52S1ED006640,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314456,
LSGSA52S5ED006642,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314455,
LSGSA52S6ED006519,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314454,
LSGSA52S2ED006565,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314453,
LSGSA52S7ED006559,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314452,
LSGSA52S3ED006560,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314451,
LSGSA52S6ED006522,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314450,
LSGSA52S9EY008113,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314449,
LSGSA52S5EY007993,0,-55488,2013/8/10 0:00,2013/8/10 0:00,3107314448,
LSGGG54W1DS136836,0,-191904,2013/8/9 0:00,2013/8/9 0:00,3107312768,
LSGGG54W5DS136080,0,-191904,2013/8/9 0:00,2013/8/9 0:00,3107312767,
LSGGG54W4DS138693,0,-191904,2013/8/9 0:00,2013/8/9 0:00,3107312766,
LSGGG54Y9DS143342,0,-174624,2013/8/9 0:00,2013/8/9 0:00,3107310515,
LSGGG54Y3DS143417,0,-174624,2013/8/9 0:00,2013/8/9 0:00,3107310514,
LSGLP83X8DF166497,0,-247488,2013/8/9 0:00,2013/8/9 0:00,3107310516,
LSGGG54Y5DS143340,0,-174624,2013/8/9 0:00,2013/8/9 0:00,3107310513,
LSGVA54R1DY237858,0,-129504,2013/8/9 0:00,2013/8/9 0:00,3107310517,
LSGGG54Y5DS142754,0,-174624,2013/8/8 0:00,2013/8/8 0:00,3107307512,
LSGVA54R0DY237558,0,-129504,2013/8/8 0:00,2013/8/8 0:00,3107307514,
LSGVA54R1DY237486,0,-129504,2013/8/8 0:00,2013/8/8 0:00,3107307513,
LSGGG54Y0DS142130,0,-163104,2013/8/8 0:00,2013/8/8 0:00,3107307511,
LSGVA54R6DY237404,0,-129504,2013/8/7 0:00,2013/8/7 0:00,3107305725,
LSGGG54Y5DS141894,0,-174624,2013/8/7 0:00,2013/8/7 0:00,3107305724,
LSGPC54UXDF192597,0,-115104,2013/8/7 0:00,2013/8/7 0:00,3107304948,
LSGPC54U6DF192807,0,-115104,2013/8/7 0:00,2013/8/7 0:00,3107304947,
LSGPC54U7DF192931,0,-115104,2013/8/7 0:00,2013/8/7 0:00,3107304946,
LSGPC54U2DF192769,0,-115104,2013/8/7 0:00,2013/8/7 0:00,3107304945,
LSGPC54U0DF189532,0,-115104,2013/8/7 0:00,2013/8/7 0:00,3107304955,
LSGPC54U5DF189543,0,-115104,2013/8/7 0:00,2013/8/7 0:00,3107304954,
LSGPC54U2DF189533,0,-115104,2013/8/7 0:00,2013/8/7 0:00,3107304953,
LSGPC54U1DF189409,0,-115104,2013/8/7 0:00,2013/8/7 0:00,3107304952,
LSGPC54U7DF189513,0,-115104,2013/8/7 0:00,2013/8/7 0:00,3107304951,
LSGPC54U5DF189414,0,-115104,2013/8/7 0:00,2013/8/7 0:00,3107304950,
LSGPC54UXDF189408,0,-115104,2013/8/7 0:00,2013/8/7 0:00,3107304949,
LSGGG54EXDS141511,0,-174624,2013/8/7 0:00,2013/8/7 0:00,3107304944,
LSGGG54YXDS140336,0,-174624,2013/8/6 0:00,2013/8/6 0:00,3107302732,
LSGGG54E9DS140723,0,-174624,2013/8/6 0:00,2013/8/6 0:00,3107302734,
LSGGG54EXDS140679,0,-174624,2013/8/6 0:00,2013/8/6 0:00,3107302733,
LSGJL54M6DY236301,0,-84288,2013/8/5 0:00,2013/8/5 0:00,3107298864,
LSGPC52U0DF188173,0,-104544,2013/8/5 0:00,2013/8/5 0:00,3107298869,
LSGPC52U4DF176365,0,-104544,2013/8/5 0:00,2013/8/5 0:00,3107298870,
LSGPC54R1DF193603,0,-131424,2013/8/5 0:00,2013/8/5 0:00,3107298876,
LSGPC54RXDF193759,0,-131424,2013/8/5 0:00,2013/8/5 0:00,3107298875,
LSGPC54R8DF193601,0,-131424,2013/8/5 0:00,2013/8/5 0:00,3107298874,
LSGPC54R8DF193596,0,-131424,2013/8/5 0:00,2013/8/5 0:00,3107298873,
LSGPC54R4DF193613,0,-131424,2013/8/5 0:00,2013/8/5 0:00,3107298872,
LSGPC54R9DF188097,0,-131424,2013/8/5 0:00,2013/8/5 0:00,3107298880,
LSGSA52M2ED004865,0,-66048,2013/8/5 0:00,2013/8/5 0:00,3107298882,
LSGSA52M0ED004850,0,-66048,2013/8/5 0:00,2013/8/5 0:00,3107298881,
LSGPC54R4DF190615,0,-131424,2013/8/5 0:00,2013/8/5 0:00,3107298878,
LSGPC54R6DF190616,0,-131424,2013/8/5 0:00,2013/8/5 0:00,3107298879,
LSGPC54R1DF193391,0,-131424,2013/8/5 0:00,2013/8/5 0:00,3107298871,
LSGPC54R9DF193154,0,-131424,2013/8/5 0:00,2013/8/5 0:00,3107298877,
LSGJL54M4DY230822,0,-84288,2013/8/5 0:00,2013/8/5 0:00,3107298863,
LSGLP83X6DF188689,0,-247488,2013/8/5 0:00,2013/8/5 0:00,3107298868,
LSGLP83X4DF188237,0,-247488,2013/8/5 0:00,2013/8/5 0:00,3107298867,
LSGLP83X4DF188691,0,-247488,2013/8/5 0:00,2013/8/5 0:00,3107298866,
LSGJL52M2DY229056,0,-78528,2013/8/5 0:00,2013/8/5 0:00,3107298862,
LSGJL54M2DY228731,0,-84288,2013/8/5 0:00,2013/8/5 0:00,3107298865,
LSGGG54E9DS139281,0,-204384,2013/8/5 0:00,2013/8/5 0:00,3107298861,
LSGPC54U9DF187052,0,-115104,2013/8/3 0:00,2013/8/3 0:00,3107293865,
LSGSA52M2EY009959,0,-66048,2013/8/3 0:00,2013/8/3 0:00,3107293864,
LSGSA52M7EY009388,0,-66048,2013/8/3 0:00,2013/8/3 0:00,3107293863,
LSGSA52M3EY009422,0,-66048,2013/8/3 0:00,2013/8/3 0:00,3107293862,
LSGSA52S3EY009256,0,-55488,2013/8/3 0:00,2013/8/3 0:00,3107293861,
LSGSA52S0EY009246,0,-55488,2013/8/3 0:00,2013/8/3 0:00,3107293860,
LSGSA52SXEY009125,0,-55488,2013/8/3 0:00,2013/8/3 0:00,3107293859,
LSGSA52S7EY009177,0,-55488,2013/8/3 0:00,2013/8/3 0:00,3107293858,
LSGSA52SXEY009190,0,-55488,2013/8/3 0:00,2013/8/3 0:00,3107293857,
LSGSA52S6EY009185,0,-55488,2013/8/3 0:00,2013/8/3 0:00,3107293856,
LSGSA52S5EY008741,0,-55488,2013/8/3 0:00,2013/8/3 0:00,3107293855,
LSGSA52S8EY009043,0,-55488,2013/8/3 0:00,2013/8/3 0:00,3107293854,
LSGSA52S4EY009105,0,-55488,2013/8/3 0:00,2013/8/3 0:00,3107293853,
