vin,bonus,reserve,calldt,kpdt,fpcode,
LSGHD52H4FD306602,-40740,-24444,2015/10/20 0:00,2015/10/20 0:00,3110883645,
LSGHD52H5FD306205,-40740,-24444,2015/10/20 0:00,2015/10/20 0:00,3110883648,
LSGHD52H5FD306611,-40740,-24444,2015/10/20 0:00,2015/10/20 0:00,3110883647,
LSGJM82J7GY014507,-56357,-60667,2015/10/19 0:00,2015/10/19 0:00,3110881250,
LSGPC52H9FF241426,-53940,-32364,2015/10/20 0:00,2015/10/20 0:00,3110885683,
LSGPC52H0FF243341,-59940,-35964,2015/10/20 0:00,2015/10/20 0:00,3110885687,
LSGPC52H2FF242434,-59940,-35964,2015/10/20 0:00,2015/10/20 0:00,3110885684,
LSGPC52H3FF243074,-59940,-35964,2015/10/20 0:00,2015/10/20 0:00,3110885685,
LSGPC52H5FF243481,-59940,-35964,2015/10/20 0:00,2015/10/20 0:00,3110885688,
LSGPC52H6FF241397,-59940,-35964,2015/10/20 0:00,2015/10/20 0:00,3110885690,
LSGPC52H6FF243361,-59940,-35964,2015/10/20 0:00,2015/10/20 0:00,3110885686,
LSGPC52HXFF243234,-59940,-35964,2015/10/20 0:00,2015/10/20 0:00,3110885689,
LSGLP83X3FF245496,-125940,-74504,2015/10/21 0:00,2015/10/21 0:00,3110890319,
LSGLP83X6FF245489,-125940,-74504,2015/10/21 0:00,2015/10/21 0:00,3110890320,
LSGLP83X7FF245503,-125940,-74504,2015/10/21 0:00,2015/10/21 0:00,3110890318,
LSGGJ54E8GS000331,0,-182304,2015/10/21 0:00,2015/10/25 0:00,3110912636,
LSGHD52H1FD306234,-40740,-24444,2015/10/22 0:00,2015/10/22 0:00,3110898841,
LSGHD52H7FD308683,-40740,-24444,2015/10/22 0:00,2015/10/22 0:00,3110898840,
LSGHD52HXFD306104,-40740,-24444,2015/10/22 0:00,2015/10/22 0:00,3110898842,
LSGHD52HXFY278832,-40740,-24444,2015/10/22 0:00,2015/10/22 0:00,3110898843,
LSGJM84JXGY004910,-89940,-53964,2015/10/22 0:00,2015/10/22 0:00,3110898844,
LSGLP83X1FF245965,-125940,-74504,2015/10/23 0:00,2015/10/23 0:00,3110902225,
LSGJM82J0GY016857,-73140,-43884,2015/10/23 0:00,2015/10/23 0:00,3110903731,
LSGJM82J5GY016904,-73140,-43884,2015/10/23 0:00,2015/10/23 0:00,3110903732,
LSGJM84J2GY017294,-80340,-48204,2015/10/24 0:00,2015/10/24 0:00,3110910068,
LSGJM84JXGY017303,-80340,-48204,2015/10/24 0:00,2015/10/24 0:00,3110910067,
LSGHD5281FD310025,-37740,-22644,2015/10/26 0:00,2015/10/26 0:00,3110916879,
LSGHD5282FD310048,-37740,-22644,2015/10/26 0:00,2015/10/26 0:00,3110916877,
LSGHD5283FD309975,-37740,-22644,2015/10/26 0:00,2015/10/26 0:00,3110916878,
LSGJM84J2GY018204,-80340,-48204,2015/10/26 0:00,2015/10/26 0:00,3110926308,
LSGJM82J1GY018245,-73140,-43884,2015/10/26 0:00,2015/10/26 0:00,3110926307,
LSGJM82J5GY018054,-65940,-39564,2015/10/29 0:00,2015/10/29 0:00,3110946482,
LSGPC52H0FF235594,-65940,-39564,2015/10/30 0:00,2015/10/30 0:00,3110958774,
LSGPC52H3FF235864,-65940,-39564,2015/10/30 0:00,2015/10/30 0:00,3110958776,
LSGPC52H7FF235785,-65940,-39564,2015/10/30 0:00,2015/10/30 0:00,3110958775,
LSGPC52H8FF235259,-65940,-39564,2015/10/30 0:00,2015/10/30 0:00,3110958773,
LSGPC52H4FF235839,-28375,-77129,2015/10/30 0:00,2015/10/30 0:00,3110958772,
LSGPC52H1FF235684,-65940,-39564,2015/10/30 0:00,2015/10/30 0:00,3110958771,
LSGPC52H1FF251190,-59940,-35964,2015/10/30 0:00,2015/10/30 0:00,3110961483,
LSGPC52H5FF251306,-59940,-35964,2015/10/30 0:00,2015/10/30 0:00,3110961482,
LSGPC52H1FF250587,-59940,-35964,2015/10/30 0:00,2015/10/30 0:00,3110961477,
LSGPC52H1FF250704,-59940,-35964,2015/10/30 0:00,2015/10/30 0:00,3110958768,
LSGPC52H1FF250749,-59940,-35964,2015/10/30 0:00,2015/10/30 0:00,3110961479,
LSGPC52H3FF250753,-59940,-35964,2015/10/30 0:00,2015/10/30 0:00,3110961476,
LSGPC52H4FF250521,-59940,-35964,2015/10/30 0:00,2015/10/30 0:00,3110958770,
LSGPC52H4FF250700,-59940,-35964,2015/10/30 0:00,2015/10/30 0:00,3110961481,
LSGPC52H6FF250763,-59940,-35964,2015/10/30 0:00,2015/10/30 0:00,3110961480,
LSGPC52H8FF250635,-59940,-35964,2015/10/30 0:00,2015/10/30 0:00,3110961478,
LSGPC52H8FF250697,-59940,-35964,2015/10/30 0:00,2015/10/30 0:00,3110958769,
LSGPC52HXFF250328,-59940,-35964,2015/10/30 0:00,2015/10/30 0:00,3110958767,
LSGHD52H5FY291049,-40740,-24444,2015/10/30 0:00,2015/10/30 0:00,3110958777,
LSGHD52HXFY278474,-40740,-24444,2015/10/30 0:00,2015/10/30 0:00,3110958778,
LSGHD5286FD317441,0,-60384,2015/10/31 0:00,2015/10/31 0:00,3110969442,
LSGHD5283FD317106,0,-60384,2015/10/31 0:00,2015/10/31 0:00,3110969443,
LSGHD5289FD317207,0,-60384,2015/10/31 0:00,2015/10/31 0:00,3110969444,
LSGHD5280FD317256,0,-60384,2015/10/31 0:00,2015/10/31 0:00,3110969445,
LSGHD5282FD317503,0,-60384,2015/10/31 0:00,2015/10/31 0:00,3110969446,
LSGHD5287FD317495,0,-60384,2015/10/31 0:00,2015/10/31 0:00,3110969447,
LSGHD5289FD317515,0,-60384,2015/10/31 0:00,2015/10/31 0:00,3110969448,
LSGHD5289FD317434,0,-60384,2015/10/31 0:00,2015/10/31 0:00,3110969449,
LSGHD5284FD317504,0,-60384,2015/10/31 0:00,2015/10/31 0:00,3110969450,
LSGHD5286FD317326,0,-60384,2015/10/31 0:00,2015/10/31 0:00,3110969451,
LSGHD5289FD317496,0,-60384,2015/10/31 0:00,2015/10/31 0:00,3110969452,
LSGHD5283FD317493,0,-60384,2015/10/31 0:00,2015/10/31 0:00,3110969453,
LSGHD5282FD317517,0,-60384,2015/10/31 0:00,2015/10/31 0:00,3110967308,
LSGHD5282FD317498,0,-60384,2015/10/31 0:00,2015/10/31 0:00,3110967307,
LSGHD5283FD317459,0,-60384,2015/10/31 0:00,2015/10/31 0:00,3110967306,
LSGPC52H0FF246546,0,-105504,2015/10/31 0:00,2015/10/31 0:00,3110967305,
LSGPC52H9FF245539,0,-105504,2015/10/31 0:00,2015/10/31 0:00,3110967304,
LSGPC52H4FF248218,0,-86304,2015/10/31 0:00,2015/10/31 0:00,3110967294,
LSGPC52H7FF248083,0,-86304,2015/10/31 0:00,2015/10/31 0:00,3110967293,
LSGPC52H8FF250506,0,-95904,2015/10/31 0:00,2015/10/31 0:00,3110967297,
LSGPC52H2FF251795,0,-95904,2015/10/31 0:00,2015/10/31 0:00,3110967296,
LSGPC52H6FF251928,0,-95904,2015/10/31 0:00,2015/10/31 0:00,3110967295,
LSGPC52H3FF251806,0,-95904,2015/10/31 0:00,2015/10/31 0:00,3110967298,
LSGPC52H7FF251792,0,-95904,2015/10/31 0:00,2015/10/31 0:00,3110967299,
LSGPC52H2FF251912,0,-95904,2015/10/31 0:00,2015/10/31 0:00,3110967300,
LSGPC52H2FF237640,0,-105504,2015/10/31 0:00,2015/10/31 0:00,3110967301,
LSGPC52H9FF237585,0,-105504,2015/10/31 0:00,2015/10/31 0:00,3110967302,
LSGPC52HXFF237577,0,-105504,2015/10/31 0:00,2015/10/31 0:00,3110967303,
LSGPC52H4FF250471,0,-86304,2015/11/2 0:00,2015/11/2 0:00,3110977490,
LSGPC52HXFF249308,0,-86304,2015/11/2 0:00,2015/11/2 0:00,3110977489,
LSGPC52H8FF249873,0,-86304,2015/11/2 0:00,2015/11/2 0:00,3110977488,
LSGHD5281FD317007,0,-60384,2015/11/2 0:00,2015/11/2 0:00,3110977494,
LSGHD5288FD315612,0,-60384,2015/11/2 0:00,2015/11/2 0:00,3110977493,
LSGHD52H7FD314323,0,-65184,2015/11/2 0:00,2015/11/2 0:00,3110977492,
LSGHD52H1FD314320,0,-65184,2015/11/2 0:00,2015/11/2 0:00,3110977491,
LSGPC52H3FF253359,0,-95904,2015/11/3 0:00,2015/11/3 0:00,3110982592,
LSGPC52H3FF253149,0,-95904,2015/11/3 0:00,2015/11/3 0:00,3110982593,
LSGPC52H8FF237075,0,-105504,2015/11/3 0:00,2015/11/3 0:00,3110982594,
LSGPC52H4FF254388,0,-86304,2015/11/4 0:00,2015/11/4 0:00,3110987501,
LSGPC52H5FF254268,0,-86304,2015/11/4 0:00,2015/11/4 0:00,3110987502,
LSGPC52H9FF254502,0,-86304,2015/11/4 0:00,2015/11/4 0:00,3110987504,
LSGPC52H1FF254462,0,-86304,2015/11/4 0:00,2015/11/4 0:00,3110987503,
LSGBE5449GG037350,0,-115104,2015/11/4 0:00,2015/11/4 0:00,3110987511,
LSGPC52H7FF254546,0,-95904,2015/11/4 0:00,2015/11/4 0:00,3110987505,
LSGPC52H2FF253613,0,-95904,2015/11/4 0:00,2015/11/4 0:00,3110987506,
LSGPC52H3FF249294,0,-105504,2015/11/4 0:00,2015/11/4 0:00,3110987510,
LSGPC52H1FF240187,0,-105504,2015/11/4 0:00,2015/11/4 0:00,3110987509,
LSGPC52H1FF239380,0,-105504,2015/11/4 0:00,2015/11/4 0:00,3110987507,
LSGPC52H5FF239382,0,-105504,2015/11/4 0:00,2015/11/4 0:00,3110987508,
LSGLP83X1FF255699,0,-200444,2015/11/5 0:00,2015/11/5 0:00,3110990547,
LSGLP83X8FF255697,0,-200444,2015/11/5 0:00,2015/11/5 0:00,3110990546,
LSGJM82J4GY021978,0,-105504,2015/11/5 0:00,2015/11/5 0:00,3110990545,
LSGGJ54Y4GS001373,0,-119753,2015/11/7 0:00,2015/11/7 0:00,3111000230,
LSGHD5280FD316933,-37740,-22644,2015/11/9 0:00,2015/11/9 0:00,3111007105,
LSGPC52H5FF256490,-43133,-43171,2015/11/11 0:00,2015/11/11 0:00,3111024326,
LSGJM82J9GY026514,-73140,-43884,2015/11/12 0:00,2015/11/12 0:00,3111025783,
LSGHD5283FD316957,0,-60384,2015/11/11 0:00,2015/11/11 0:00,3111024345,
LSGHD5286FD316967,0,-60384,2015/11/11 0:00,2015/11/11 0:00,3111024344,
LSGPC52H4FF256495,0,-95904,2015/11/11 0:00,2015/11/11 0:00,3111024332,
LSGPC52H9FF256475,0,-95904,2015/11/11 0:00,2015/11/11 0:00,3111024331,
LSGPC52H2FF256480,0,-95904,2015/11/11 0:00,2015/11/11 0:00,3111024329,
LSGPC52H1FF256468,0,-95904,2015/11/11 0:00,2015/11/11 0:00,3111024330,
LSGHD5288FY294043,0,-60384,2015/11/11 0:00,2015/11/11 0:00,3111024342,
LSGHD5283FY294161,0,-60384,2015/11/11 0:00,2015/11/11 0:00,3111024343,
LSGHD5283FY293947,0,-60384,2015/11/11 0:00,2015/11/11 0:00,3111024339,
LSGHD5283FD318174,0,-60384,2015/11/11 0:00,2015/11/11 0:00,3111024338,
LSGHD5283FY293754,0,-60384,2015/11/11 0:00,2015/11/11 0:00,3111024337,
LSGHD5282FD318148,0,-60384,2015/11/11 0:00,2015/11/11 0:00,3111024336,
LSGHD5282FD318151,0,-60384,2015/11/11 0:00,2015/11/11 0:00,3111024335,
LSGHD5283FY293737,0,-60384,2015/11/11 0:00,2015/11/11 0:00,3111024340,
LSGHD528XFY296392,0,-60384,2015/11/11 0:00,2015/11/11 0:00,3111024341,
LSGPC52H3FF255824,0,-95904,2015/11/11 0:00,2015/11/11 0:00,3111024333,
LSGPC52H3FF255841,0,-95904,2015/11/11 0:00,2015/11/11 0:00,3111024334,
LSGPC52H2FF256477,0,-86304,2015/11/11 0:00,2015/11/11 0:00,3111024328,
LSGPC52H7FF256460,0,-86304,2015/11/11 0:00,2015/11/11 0:00,3111024327,
LSGJM84J9GY026283,0,-128544,2015/11/15 0:00,2015/11/15 0:00,3111040910,
LSGJM84J2GY026593,0,-128544,2015/11/15 0:00,2015/11/15 0:00,3111040909,
LSGBE544XGG043111,-71900,-43204,2015/11/16 0:00,2015/11/16 0:00,3111044876,
LSGPC52H6FF261388,0,-95904,2015/11/16 0:00,2015/11/16 0:00,3111049274,
LSGPC52H0FF261371,0,-95904,2015/11/16 0:00,2015/11/16 0:00,3111049273,
LSGPC52H4FF261535,0,-95904,2015/11/16 0:00,2015/11/16 0:00,3111049275,
LSGPC52H4FF258389,0,-105504,2015/11/16 0:00,2015/11/16 0:00,3111049277,
LSGPC52H3FF257007,0,-105504,2015/11/16 0:00,2015/11/16 0:00,3111049276,
LSGJM82J6GY028821,-11000,-94504,2015/11/17 0:00,2015/11/17 0:00,3111058730,
LSGJM82J3GY029084,-73000,-44024,2015/11/18 0:00,2015/11/18 0:00,3111060207,
LSGLP83X6FF263295,0,-200444,2015/11/17 0:00,2015/11/17 0:00,3111055632,
LSGJM82J2GY031005,-15260,-101764,2015/11/20 0:00,2015/11/20 0:00,3111071197,
LSGJM82J6GY030245,-73140,-43884,2015/11/20 0:00,2015/11/20 0:00,3111071196,
LSGGJ54E4GS005672,0,-167904,2015/11/19 0:00,2015/11/19 0:00,3111065483,
LSGGJ54E1GS006861,0,-167904,2015/11/19 0:00,2015/11/19 0:00,3111065482,
LSGPC52H8FF260906,0,-86304,2015/11/19 0:00,2015/11/19 0:00,3111065481,
LSGPC52H6FF265683,0,-86304,2015/11/19 0:00,2015/11/19 0:00,3111065480,
LSGHD52H7FY293563,0,-65184,2015/11/19 0:00,2015/11/19 0:00,3111065486,
LSGHD52H8FY293605,0,-65184,2015/11/19 0:00,2015/11/19 0:00,3111065485,
LSGHD52H9FY293161,0,-65184,2015/11/19 0:00,2015/11/19 0:00,3111065484,
LSGBE5440GG043280,-10000,-122504,2015/11/23 0:00,2015/11/23 0:00,3111090379,
LSGBE5445GG039984,-10000,-122504,2015/11/23 0:00,2015/11/23 0:00,3111090381,
LSGBE544XGG039902,-10000,-122504,2015/11/23 0:00,2015/11/23 0:00,3111090380,
LSGJM84J0GY029976,-10000,-118544,2015/11/23 0:00,2015/11/23 0:00,3111090389,
LSGJM84J2GY032331,-10000,-118544,2015/11/23 0:00,2015/11/23 0:00,3111090390,
LSGLP83X0FF269691,-10000,-190444,2015/11/23 0:00,2015/11/23 0:00,3111090393,
LSGLP83X4FF269676,-10000,-190444,2015/11/23 0:00,2015/11/23 0:00,3111090392,
LSGLP83X8FF269566,-3200,-197244,2015/11/23 0:00,2015/11/23 0:00,3111090391,
LSGHD5285FD317012,0,-60384,2015/11/23 0:00,2015/11/23 0:00,3111090388,
LSGPC52H7FF265319,0,-95904,2015/11/23 0:00,2015/11/23 0:00,3111090370,
LSGPC52H8FF265331,0,-95904,2015/11/23 0:00,2015/11/23 0:00,3111090369,
LSGHD5280FD322019,0,-60384,2015/11/23 0:00,2015/11/23 0:00,3111090387,
LSGHD5289FD322018,0,-60384,2015/11/23 0:00,2015/11/23 0:00,3111090386,
LSGHD5288FD322012,0,-60384,2015/11/23 0:00,2015/11/23 0:00,3111090385,
LSGHD5282FD322006,0,-60384,2015/11/23 0:00,2015/11/23 0:00,3111090384,
LSGHD5285FY296848,0,-60384,2015/11/23 0:00,2015/11/23 0:00,3111090383,
LSGHD5285FD321982,0,-60384,2015/11/23 0:00,2015/11/23 0:00,3111090382,
LSGPC52H2FF265292,0,-105504,2015/11/23 0:00,2015/11/23 0:00,3111090377,
LSGPC52H3FF265432,0,-105504,2015/11/23 0:00,2015/11/23 0:00,3111090378,
LSGPC52H1FF262108,0,-86304,2015/11/23 0:00,2015/11/23 0:00,3111090368,
LSGPC52H7FF262114,0,-86304,2015/11/23 0:00,2015/11/23 0:00,3111090367,
LSGPC52H1FF262917,0,-105504,2015/11/23 0:00,2015/11/23 0:00,3111090376,
LSGPC52H4FF262944,0,-105504,2015/11/23 0:00,2015/11/23 0:00,3111090375,
LSGPC52H1FF262500,0,-105504,2015/11/23 0:00,2015/11/23 0:00,3111090374,
LSGPC52H8FF262512,0,-105504,2015/11/23 0:00,2015/11/23 0:00,3111090373,
LSGPC52H4FF262457,0,-105504,2015/11/23 0:00,2015/11/23 0:00,3111090372,
LSGPC52H0FF262407,0,-105504,2015/11/23 0:00,2015/11/23 0:00,3111090371,
LSGPC52H9FF266701,0,-86304,2015/11/23 0:00,2015/11/23 0:00,3111090366,
LSGHD52H5FD316779,0,-65184,2015/11/24 0:00,2015/11/24 0:00,3111097488,
LSGHD5284FD319561,0,-60384,2015/11/24 0:00,2015/11/24 0:00,3111097489,
LSGHD52H9FY294309,0,-65184,2015/11/24 0:00,2015/11/24 0:00,3111097487,
LSGHD52H9FY294052,0,-65184,2015/11/24 0:00,2015/11/24 0:00,3111097481,
LSGHD52H0FY294294,0,-65184,2015/11/24 0:00,2015/11/24 0:00,3111097482,
LSGHD52H7FD318162,0,-65184,2015/11/24 0:00,2015/11/24 0:00,3111097483,
LSGHD52H6FY294171,0,-65184,2015/11/24 0:00,2015/11/24 0:00,3111097484,
LSGHD52H1FY294238,0,-65184,2015/11/24 0:00,2015/11/24 0:00,3111097485,
LSGHD52H2FD317968,0,-65184,2015/11/24 0:00,2015/11/24 0:00,3111097486,
LSGJM82J4GY033516,-10000,-107024,2015/11/24 0:00,2015/11/24 0:00,3111098815,
LSGJM82J9GY033527,-10000,-107024,2015/11/24 0:00,2015/11/24 0:00,3111098816,
LSGBE5440GG040525,-82740,-49764,2015/11/26 0:00,2015/11/26 0:00,3111109926,
LSGBE5443GG040602,-82740,-49764,2015/11/26 0:00,2015/11/26 0:00,3111109925,
LSGBE5447GG040196,-82740,-49764,2015/11/26 0:00,2015/11/26 0:00,3111109929,
LSGBE5447GG040361,-82740,-49764,2015/11/26 0:00,2015/11/26 0:00,3111109928,
LSGBE5448GG040255,-82740,-49764,2015/11/26 0:00,2015/11/26 0:00,3111109930,
LSGBE5448GG040627,-82740,-49764,2015/11/26 0:00,2015/11/26 0:00,3111109924,
LSGBE5445GG040441,-82740,-49764,2015/11/26 0:00,2015/11/26 0:00,3111109927,
LSGBE5442GG040526,-16560,-115943,2015/11/27 0:00,2015/11/27 0:00,3111116737,
LSGJM84J3GY032550,-28460,-100084,2015/11/27 0:00,2015/11/27 0:00,3111116742,
LSGHD5288FY298478,0,-60384,2015/11/27 0:00,2015/11/27 0:00,3111116741,
LSGHD5283FD323326,0,-60384,2015/11/27 0:00,2015/11/27 0:00,3111116740,
LSGHD5282FY298539,0,-60384,2015/11/27 0:00,2015/11/27 0:00,3111116739,
LSGHD5282FY298671,0,-60384,2015/11/27 0:00,2015/11/27 0:00,3111116738,
LSGHD528XFY299003,0,-60384,2015/11/28 0:00,2015/11/28 0:00,3111126808,
LSGHD5288FY298853,0,-60384,2015/11/28 0:00,2015/11/28 0:00,3111126807,
LSGHD5287FY298942,0,-60384,2015/11/28 0:00,2015/11/28 0:00,3111126806,
LSGHD5288FD323628,0,-60384,2015/11/28 0:00,2015/11/28 0:00,3111126805,
LSGHD5280FD323588,0,-60384,2015/11/28 0:00,2015/11/28 0:00,3111126804,
LSGHD5286FD323577,0,-60384,2015/11/28 0:00,2015/11/28 0:00,3111126803,
LSGGJ54Y0GS002956,0,-172824,2015/11/28 0:00,2015/11/28 0:00,3111129421,
LSGGJ54Y0GS002925,0,-172824,2015/11/28 0:00,2015/11/28 0:00,3111129420,
LSGPC52H5FF273869,0,-95904,2015/11/28 0:00,2015/11/28 0:00,3111129407,
LSGPC52HXFF273804,0,-95904,2015/11/28 0:00,2015/11/28 0:00,3111129406,
LSGPC52H7FF273811,0,-95904,2015/11/28 0:00,2015/11/28 0:00,3111129405,
LSGPC52H7FF273873,0,-95904,2015/11/28 0:00,2015/11/28 0:00,3111129404,
LSGHD5281FY299908,0,-60384,2015/11/28 0:00,2015/11/28 0:00,3111129442,
LSGHD5283FD323858,0,-60384,2015/11/28 0:00,2015/11/28 0:00,3111129443,
LSGHD5288FY299517,0,-60384,2015/11/28 0:00,2015/11/28 0:00,3111129444,
LSGHD5284FY299787,0,-60384,2015/11/28 0:00,2015/11/28 0:00,3111129445,
LSGHD5283FY299134,0,-60384,2015/11/28 0:00,2015/11/28 0:00,3111129446,
LSGHD5283FY299795,0,-60384,2015/11/28 0:00,2015/11/28 0:00,3111129447,
LSGHD5283FY299778,0,-60384,2015/11/28 0:00,2015/11/28 0:00,3111129448,
LSGHD5281FY299682,0,-60384,2015/11/28 0:00,2015/11/28 0:00,3111129449,
LSGHD5286FD324227,0,-60384,2015/11/28 0:00,2015/11/28 0:00,3111129450,
LSGHD5288FY299937,0,-60384,2015/11/28 0:00,2015/11/28 0:00,3111129451,
LSGHD52H4FD319981,0,-65184,2015/11/28 0:00,2015/11/28 0:00,3111129422,
LSGHD52H0FD319993,0,-65184,2015/11/28 0:00,2015/11/28 0:00,3111129423,
LSGHD52H2FD319770,0,-65184,2015/11/28 0:00,2015/11/28 0:00,3111129424,
LSGHD52H9FY295315,0,-65184,2015/11/28 0:00,2015/11/28 0:00,3111129425,
LSGHD52H5FY295327,0,-65184,2015/11/28 0:00,2015/11/28 0:00,3111129426,
LSGHD52H0FD319816,0,-65184,2015/11/28 0:00,2015/11/28 0:00,3111129427,
LSGHD52H7FD320039,0,-65184,2015/11/28 0:00,2015/11/28 0:00,3111129428,
LSGHD52HXFY295405,0,-65184,2015/11/28 0:00,2015/11/28 0:00,3111129429,
LSGHD52H2FD320059,0,-65184,2015/11/28 0:00,2015/11/28 0:00,3111129430,
LSGHD52H9FD320107,0,-65184,2015/11/28 0:00,2015/11/28 0:00,3111129431,
LSGHD52H3FD320037,0,-65184,2015/11/28 0:00,2015/11/28 0:00,3111129432,
LSGHD52H1FY295275,0,-65184,2015/11/28 0:00,2015/11/28 0:00,3111129433,
LSGHD52H2FD319932,0,-65184,2015/11/28 0:00,2015/11/28 0:00,3111129434,
LSGHD52H8FD320079,0,-65184,2015/11/28 0:00,2015/11/28 0:00,3111129435,
LSGHD52HXFD319841,0,-65184,2015/11/28 0:00,2015/11/28 0:00,3111129436,
LSGHD52HXFY295386,0,-65184,2015/11/28 0:00,2015/11/28 0:00,3111129441,
LSGHD52H9FD319829,0,-65184,2015/11/28 0:00,2015/11/28 0:00,3111129440,
LSGHD52H6FY295398,0,-65184,2015/11/28 0:00,2015/11/28 0:00,3111129439,
LSGHD52H2FD319817,0,-65184,2015/11/28 0:00,2015/11/28 0:00,3111129438,
LSGHD52H7FD319974,0,-65184,2015/11/28 0:00,2015/11/28 0:00,3111129437,
LSGPC52H8FF273770,0,-105504,2015/11/28 0:00,2015/11/28 0:00,3111129408,
LSGPC52H2FF273859,0,-105504,2015/11/28 0:00,2015/11/28 0:00,3111129409,
LSGPC52H6FF273783,0,-105504,2015/11/28 0:00,2015/11/28 0:00,3111129410,
LSGPC52H7FF273761,0,-105504,2015/11/28 0:00,2015/11/28 0:00,3111129411,
LSGPC52H5FF273757,0,-105504,2015/11/28 0:00,2015/11/28 0:00,3111129412,
LSGPC52H3FF272848,0,-105504,2015/11/28 0:00,2015/11/28 0:00,3111129413,
LSGPC52H2FF272596,0,-105504,2015/11/28 0:00,2015/11/28 0:00,3111129414,
LSGPC52H0FF272421,0,-105504,2015/11/28 0:00,2015/11/28 0:00,3111129415,
LSGPC52H2FF272341,0,-105504,2015/11/28 0:00,2015/11/28 0:00,3111129416,
LSGBE5445GG048894,0,-115104,2015/11/28 0:00,2015/11/28 0:00,3111129417,
LSGBE5447GG048766,0,-115104,2015/11/28 0:00,2015/11/28 0:00,3111129418,
LSGBE5443GG048554,0,-115104,2015/11/28 0:00,2015/11/28 0:00,3111129419,
LSGLP83X8FF271902,0,-200444,2015/11/30 0:00,2015/11/30 0:00,3111137759,
LSGPC52H7FF271511,0,-86304,2015/11/30 0:00,2015/11/30 0:00,3111137753,
LSGPC52H2FF271514,0,-86304,2015/11/30 0:00,2015/11/30 0:00,3111137752,
LSGJM84J6GY033594,0,-128544,2015/11/30 0:00,2015/11/30 0:00,3111137758,
LSGBE5444GG048806,0,-115104,2015/11/30 0:00,2015/11/30 0:00,3111137757,
LSGPC52H3FF273921,0,-105504,2015/11/30 0:00,2015/11/30 0:00,3111137756,
LSGPC52HXFF273656,0,-105504,2015/11/30 0:00,2015/11/30 0:00,3111137755,
LSGPC52H5FF273659,0,-105504,2015/11/30 0:00,2015/11/30 0:00,3111137754,
LSGPC52H2FF276373,0,-86304,2015/11/30 0:00,2015/11/30 0:00,3111137751,
LSGPC52HXFF274855,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111133694,
LSGPC52H6FF275906,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111133693,
LSGPC52H3FF276365,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111133692,
LSGPC52HXFF276153,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111133691,
LSGPC52H1FF276137,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111133690,
LSGPC52H2FF276325,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111133689,
LSGPC52H7FF276353,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111133688,
LSGPC52H0FF276176,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111133687,
LSGPC52H4FF276150,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111133686,
LSGPC52H5FF271538,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111132484,
LSGPC52H9FF271512,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111132485,
LSGPC52H6FF271094,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111132486,
LSGPC52H3FF270968,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111132487,
LSGPC52HXFF269817,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111132488,
LSGPC52H5FF275914,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111132483,
LSGLP83XXFF275224,0,-200444,2015/11/29 0:00,2015/11/29 0:00,3111131702,
LSGPC52H5FF275895,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111131701,
LSGPC52H6FF275033,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111131700,
LSGPC52H2FF275904,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111131699,
LSGPC52H6FF275887,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111131698,
LSGPC52H0FF275898,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111131697,
LSGPC52H4FF275757,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111131696,
LSGPC52H6FF275890,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111131695,
LSGPC52H4FF275760,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111131694,
LSGPC52H7FF275820,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111131693,
LSGPC52H1FF275814,0,-86304,2015/11/29 0:00,2015/11/29 0:00,3111131692,
LSGGJ54Y5GS002953,0,-172824,2015/11/29 0:00,2015/11/29 0:00,3111131175,
LSGGJ54Y8GS003157,0,-172824,2015/11/29 0:00,2015/11/29 0:00,3111131174,
LSGGJ54Y2GS003171,0,-172824,2015/11/29 0:00,2015/11/29 0:00,3111131173,
LSGGJ54Y9GS003149,0,-172824,2015/11/29 0:00,2015/11/29 0:00,3111131172,
LSGGJ54Y2GS003140,0,-172824,2015/11/29 0:00,2015/11/29 0:00,3111131171,
LSGGJ54Y3GS003096,0,-172824,2015/11/29 0:00,2015/11/29 0:00,3111131170,
LSGGJ54Y5GS002838,0,-172824,2015/11/29 0:00,2015/11/29 0:00,3111131169,
